ID,question,short_answers
46759,Answer the question concisely with only the answer: who sang the song sign of the times? Answer:,English singer and songwriter Harry Styles
54342,Answer the question concisely with only the answer: where is the statue of the soldiers raising the flag? Answer:,"Arlington Ridge Park, Near the ORD - Wentzel Gate to Arlington National Cemetery and the Netherlands Carillon"
85025,Answer the question concisely with only the answer: who plays elena in one day at a time? Answer:,Isabella Gómez
25478,Answer the question concisely with only the answer: how many liters is in a barrel of oil? Answer:,159 liters
17085,Answer the question concisely with only the answer: who received the golden buzzer on agt 2018? Answer:,"Acrobatic and dance group Zurcaroh, Singer Michael Letterer, Singer Courtney Had win, Singer Amanda MENA, Singer Makayla Phillips"
84461,Answer the question concisely with only the answer: where is the tv show supernatural filmed at? Answer:,"Vancouver, British Columbia and surrounding areas"
64787,Answer the question concisely with only the answer: who plays boomhauer on king of the hill? Answer:,Series creator Mike Judge
9764,Answer the question concisely with only the answer: what time can you buy liquor in wyoming? Answer:,.00 a.m. -- .00 a.m.
46000,Answer the question concisely with only the answer: what were the british looking for during the battle of lexington and concord? Answer:,Colonial military supplies
40331,Answer the question concisely with only the answer: where did the joke why did the chicken cross the road come from? Answer:,"An 1847 edition of The Knickerbocker, A New York City monthly magazine"
69154,Answer the question concisely with only the answer: who sang this is the sound of the suburbs? Answer:,The Members
82363,Answer the question concisely with only the answer: when does the new league year start for nfl? Answer:,"September, 2018"
80416,Answer the question concisely with only the answer: what courts in the federal system are considered intermediate appellate courts? Answer:,The United States courts of appeals or circuit courts
78248,Answer the question concisely with only the answer: who sang when i grow too old to dream? Answer:,"Nat King Cole, The Every Brothers, Gracie Fields, Evelyn Late"
7680,Answer the question concisely with only the answer: the secondary ossification center in a long bone is located where? Answer:,In the epiphyses
81313,Answer the question concisely with only the answer: how many seasons are there for the carrie diaries? Answer:,two
35982,Answer the question concisely with only the answer: which http method is used to send data to the server? Answer:,POST
16344,Answer the question concisely with only the answer: where do sugar gliders live in the wild? Answer:,"Rainforests and coconut plantations in New Guinea, rainforests, Wet or dry chlorophyll forest and acacia scrub in Australia"
38988,Answer the question concisely with only the answer: the communications software that helps you navigate the web is called? Answer:,Web browser
33129,Answer the question concisely with only the answer: where is the state fair of texas held? Answer:,In Dallas at historic Fair Park
69395,Answer the question concisely with only the answer: when was the movie the perfect storm made? Answer:,2000
60448,Answer the question concisely with only the answer: who did aberdeen beat in the cup winners cup? Answer:,Madrid
69327,Answer the question concisely with only the answer: when was when i fall in love written? Answer:,April 1952
6301,Answer the question concisely with only the answer: india enacted the geographical indications of goods act 1999 in order to comply with? Answer:,The Agreement on Trade - Related Aspects of Intellectual Property Rights
5827,Answer the question concisely with only the answer: where is jeepers creepers supposed to take place? Answer:,Florida
1037,Answer the question concisely with only the answer: what kind of grass does the white house have? Answer:,Tall rescue (Fistula arundinacea)
71554,Answer the question concisely with only the answer: who played stretch in all in the family? Answer:,James Oliver Cromwell
7954,Answer the question concisely with only the answer: who sang on the road again canned heat? Answer:,Alan Wilson
8684,Answer the question concisely with only the answer: what is the use of nc command in linux? Answer:,A computer networking utility for reading from and writing to network connections using TCP or UDP
34230,Answer the question concisely with only the answer: when was the last high school musical made? Answer:,"October 24, 2008"
