,questions,short_answers,responses,logits_of_answers
1040,Answer the question concisely with only the answer: when was the decimal currency system introduced in india? Answer:,April 1957,1957. When was,0.7893702387809753
1041,Answer the question concisely with only the answer: who sang the song how do you do? Answer:,"Mouth & Mac Neal, Die Windows","Marvin Gaye. 
Mar",0.6765152812004089
1042,Answer the question concisely with only the answer: when was the battle of iwo jima won? Answer:,26 March 1945,"February 23, 194",0.9565286636352539
1043,Answer the question concisely with only the answer: what time can you buy liquor in missouri on sunday? Answer:,Between : 00 am and 12 : 00am (midnight),10am. What time,0.5620861053466797
1044,Answer the question concisely with only the answer: the total value of a nation's exports compared to its imports? Answer:,"Balance of trade, Commercial balance, Net exports, NO",Trade balance. 2.,0.6069295406341553
1045,Answer the question concisely with only the answer: what do i need to carry a gun in indiana? Answer:,A license,You must be at least,0.8055373430252075
1046,Answer the question concisely with only the answer: what is the normal range for urea nitrogen? Answer:,Between and 20 mg of urea nitrogen per 100 ml (-- 20 mg / DL) of blood,6-24 mg/d,0.8443794250488281
1047,Answer the question concisely with only the answer: what is the first pillar of islam called? Answer:,Sahara,Shahada. (Shah,0.5774696469306946
1048,Answer the question concisely with only the answer: who produced i feel it coming by the weekend? Answer:,"Daft Punk, The Weekend, Doc McKinney, Circuit","Nav. 
The question asks",0.4301875829696655
1049,Answer the question concisely with only the answer: what is denny's real name from grey's anatomy? Answer:,Jeffrey Dean Morgan,Ellen Pompeo. What is d,0.5592061281204224
1050,Answer the question concisely with only the answer: where is the boeing plant in south carolina? Answer:,North Charleston,"North Charleston, South Carolina.",0.7504638433456421
1051,Answer the question concisely with only the answer: who is lexie in since i found you? Answer:,Kate Alejandro,Lexie is a character in,0.8814050555229187
1052,Answer the question concisely with only the answer: when did the first settlers come to massachusetts? Answer:,1620,"1620.
Answer the",0.8773292303085327
1053,Answer the question concisely with only the answer: what powers did a tribune allow the plebeians to exercise? Answer:,"Convene and preside over the Concilium Plebs, Or people's assembly, Summon the senate, Propose legislation, Intervene on behalf of plebeians in legal matters, Power to veto the actions of the consuls and other magistrates",The tribune allowed the ple,0.759506106376648
1054,Answer the question concisely with only the answer: who played candy on two and a half men? Answer:,April Michelle Bowlby,"Jennifer Morrison. 
Answer the",0.7225327491760254
1055,Answer the question concisely with only the answer: who wrote the music for muppet christmas carol? Answer:,"Miles Goodman, Paul Williams",Paul Williams and Paul Shaffer,0.719277560710907
1056,Answer the question concisely with only the answer: when did they stop making the half dollar? Answer:,2002,"1970. 
When",0.8156732320785522
1057,Answer the question concisely with only the answer: what does the suffix ic mean in croatian? Answer:,son,It indicates a place or location,0.6040962934494019
1058,Answer the question concisely with only the answer: who was the intended audience of the first continental congress? Answer:,King George III,The intended audience of the first,0.8954076766967773
1059,Answer the question concisely with only the answer: when did push it real good come out? Answer:,Push It,"2004. 
Answer",0.5666975975036621
1060,Answer the question concisely with only the answer: who gave the title of quaid e azam? Answer:,Main Ferozuddin Ahmed,Allama Iqbal.,0.7610141038894653
1061,Answer the question concisely with only the answer: who sang what have i done to deserve this? Answer:,English synth pop duo Pet Shop Boys,Kim Wilde. who sang what,0.8420284986495972
1062,Answer the question concisely with only the answer: who plays russ cargill in the simpsons movie? Answer:,Albert Lawrence Brooks,2006 film. In,0.43845319747924805
1063,Answer the question concisely with only the answer: where is the simpson desert located on a map? Answer:,"Northern Territory, South Australia and Queensland in central Australia","Northern Territory, Australia.",0.6579031944274902
1064,Answer the question concisely with only the answer: who wrote the book lamentations in the bible? Answer:,Probably originated from Judeans who remained in the land,"Jeremiah. 
The book of",0.7836650609970093
1065,Answer the question concisely with only the answer: how many digits in a swiss mobile number? Answer:,Ten digits,"9
Answer the question",0.8252913355827332
1066,Answer the question concisely with only the answer: who discover the occurrence of oil in assam? Answer:,Italian Engineers,Assam oil company in,0.6674474477767944
1067,Answer the question concisely with only the answer: how many vice presidents of the united states have there been? Answer:,48,"49. 
How many",0.6807000637054443
1068,Answer the question concisely with only the answer: where is protein broken down into amino acids? Answer:,In the stomach,"The digestive system, specifically the",0.581163763999939
1069,Answer the question concisely with only the answer: what is the spacex falcon 9 rocket for? Answer:,Deliver cargo to the International Space Station,The SpaceX Falcon 9 rocket,0.8803405165672302
1070,Answer the question concisely with only the answer: when was an occurrence at owl creek bridge written? Answer:,1890,1891. when was,0.8037251830101013
1071,Answer the question concisely with only the answer: who got married in the cast of friends? Answer:,"Monica, Chandler","Ross and Rachel. 
The",0.7091891765594482
1072,Answer the question concisely with only the answer: where is dense regular elastic connective tissue found? Answer:,tendons,In tendons. Share your,0.5448525547981262
1073,Answer the question concisely with only the answer: who does tom cruise play in top gun? Answer:,LT Pete `` Maverick '' Mitchell,"Maverick
Answer the question",0.9253160357475281
1074,Answer the question concisely with only the answer: when did mariah carey's christmas album come out? Answer:,"November, 1994",1994. Answer the,0.8351551294326782
1075,Answer the question concisely with only the answer: who won season 2 of food network star? Answer:,Guy Fair,Aaron McCargo Jr. won,0.8607696294784546
1076,Answer the question concisely with only the answer: when was the new nintendo 2ds xl released? Answer:,"Australia and New Zealand on 15 June 2017, Japan and South Korea on 13 July 2017, North America and Europe on 28 July 2017","March 10, 201",0.9815454483032227
1077,Answer the question concisely with only the answer: when did the ipad pro 10.5 come out? Answer:,"June, 2017","2017.
The new",0.7246870994567871
1078,Answer the question concisely with only the answer: what do you use coins for in trivia crack? Answer:,Power - up,To answer questions. what do,0.5132220387458801
1079,Answer the question concisely with only the answer: where do the cruise ships leave from miami? Answer:,PortMiami,"PortMiami.
The post Answer",0.5322061777114868
